singleton_identity_scope_review_id,review_type,current_development_id,current_hud_id,current_development_name,current_scope_status,n_review_group_members,final_identity_decision,member_action,adjudicated_development_id,adjudicated_anchor_hud_id,cluster_status,reviewed_development_name,final_reason_code,physical_property_members,identity_source_title,identity_source_type,identity_source_url,identity_source_statement,count_source_title,count_source_type,count_source_url,count_source_statement,source_assessment,final_scope_status,requires_episode_property_bridge,episode_to_property_bridge_status,geocoding_query_approval,development_name_correction_reason,development_name_correction_source,reviewed_on,review_status,source_rows_changed
SISR_NJ_BRADFORD,physical_identity_merge,DEV_NJA20000005,NJA20000005,ROUTE 130 & BORDENTOWN RD,not_in_review,3,merge_address_named_and_alias_records_as_one_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_NJA20009001,NJA20009001,final_physical_development,BRADFORD POINTE / BORDENTOWN APARTMENTS,official_guide_identifies_alias_and_bradford_court_address_range,Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The guide reports 168 apartments; the value is evidence only and is not applied here.,"The property identity is resolved, but the numbered current site rows require later repair against the official address range.",physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,retain_both_official_public_property_names,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_SUMMIT,physical_identity_merge,DEV_NJA20020165,NJA20020165,THE SUMMIT,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_NJA20020165,NJA20020165,final_physical_development,THE SUMMIT,same_property_identity_and_address_range_across_original_and_later_financing,The Summit at 599-601 South 20th Street,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify The Summit at 599-601 South 20th Street across the original and later financing records.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The established records report 12 units; the value is evidence only and is not applied here.,The property identity is resolved and the address range is retained once.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_SUMMIT,physical_identity_merge,DEV_NJA20020090,NJA20020090,599 20TH ST,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA20020165,NJA20020165,final_physical_development,THE SUMMIT,same_property_identity_and_address_range_across_original_and_later_financing,The Summit at 599-601 South 20th Street,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify The Summit at 599-601 South 20th Street across the original and later financing records.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The established records report 12 units; the value is evidence only and is not applied here.,The property identity is resolved and the address range is retained once.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_SUMMIT,physical_identity_merge,DEV_NJA20123136,NJA20123136,THE SUMMIT #626,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA20020165,NJA20020165,final_physical_development,THE SUMMIT,same_property_identity_and_address_range_across_original_and_later_financing,The Summit at 599-601 South 20th Street,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify The Summit at 599-601 South 20th Street across the original and later financing records.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The established records report 12 units; the value is evidence only and is not applied here.,The property identity is resolved and the address range is retained once.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_SPRINGFIELD,physical_identity_merge,DEV_NJA20030175,NJA20030175,SPRINGFIELD VILLAGE,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_NJA20030175,NJA20030175,final_physical_development,SPRINGFIELD VILLAGE,same_property_identity_and_address_range_across_original_and_later_financing,Springfield Village at 343-359 Springfield Avenue,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The established records report 26 units; the value is evidence only and is not applied here.,The property identity is resolved and the address range is retained once.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_SPRINGFIELD,physical_identity_merge,DEV_NJA20030095,NJA20030095,343 SPRINGFIELD AVE,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA20030175,NJA20030175,final_physical_development,SPRINGFIELD VILLAGE,same_property_identity_and_address_range_across_original_and_later_financing,Springfield Village at 343-359 Springfield Avenue,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The established records report 26 units; the value is evidence only and is not applied here.,The property identity is resolved and the address range is retained once.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_SPRINGFIELD,physical_identity_merge,DEV_NJA20123126,NJA20123126,SPRINGFIELD VILLAGE #663,not_in_review,3,merge_address_named_original_and_later_financing_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_NJA20030175,NJA20030175,final_physical_development,SPRINGFIELD VILLAGE,same_property_identity_and_address_range_across_original_and_later_financing,Springfield Village at 343-359 Springfield Avenue,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The established records report 26 units; the value is evidence only and is not applied here.,The property identity is resolved and the address range is retained once.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,replace_address_only_name_with_property_name,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_VILLA_ESPERANZA,physical_identity_partition,DEV_NJA20040125,NJA20040125,VILLA ESPERANZA,not_in_review,2,retain_as_two_separate_physical_properties_and_remove_cross_property_site_contamination,retain_physical_development,DEV_NJA20040125,NJA20040125,final_physical_development,VILLA ESPERANZA,official_guide_identifies_two_separate_properties_at_shepard_and_osborne_addresses,Villa Esperanza at 311-315 Osborne Terrace | 262-272 Sherpard Avenue Apartments,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The official state guide lists Villa Esperanza at 311-315 Osborne Terrace and 262-72 Sherpard Avenue Apartments as two separate tax-credit properties.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The official guide reports 44 units for Villa Esperanza and 26 units for the separate Sherpard Avenue property; the values are evidence only and are not applied here.,"The identities are resolved as two separate physical properties. The Villa Esperanza source sites belong to the Sherpard property, and unit aggregation remains deferred.",physical_development_identity_resolved_site_inventory_missing_units_deferred,FALSE,not_required,not_approved,official_guide_distinguishes_two_separate_property_names,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_NJ_VILLA_ESPERANZA,physical_identity_partition,DEV_NJA20050130,NJA20050130,262 SHERPARD AVE,not_in_review,2,retain_as_two_separate_physical_properties_and_remove_cross_property_site_contamination,retain_physical_development,DEV_NJA20050130,NJA20050130,final_physical_development,262-272 SHERPARD AVENUE APARTMENTS,official_guide_identifies_two_separate_properties_at_shepard_and_osborne_addresses,Villa Esperanza at 311-315 Osborne Terrace | 262-272 Sherpard Avenue Apartments,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The official state guide lists Villa Esperanza at 311-315 Osborne Terrace and 262-72 Sherpard Avenue Apartments as two separate tax-credit properties.,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The official guide reports 44 units for Villa Esperanza and 26 units for the separate Sherpard Avenue property; the values are evidence only and are not applied here.,"The identities are resolved as two separate physical properties. The Villa Esperanza source sites belong to the Sherpard property, and unit aggregation remains deferred.",physical_development_identity_resolved_site_inventory_incomplete_units_deferred,FALSE,not_required,not_approved,official_guide_distinguishes_two_separate_property_names,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,2026-08-11,two_read_complete,FALSE
SISR_OH_CLUB_SPRING_VALLEY,physical_identity_merge,DEV_OHA19960058,OHA19960058,CLUB AT SPRING VALLEY,not_in_review,2,merge_duplicate_financing_identity_as_one_physical_development_and_remove_wrong_address,retain_physical_development,DEV_OHA19960058,OHA19960058,final_physical_development,CLUB AT SPRING VALLEY / PRESERVE AT SAGEBROOK,same_financing_identity_with_local_source_confirming_sagebrook_and_rejecting_eastbrook,Club at Spring Valley/Preserve at Sagebrook at 3091 Sagebrook Drive,Better Business Bureau profile: The Preserve at Sagebrook,business_registry_profile,https://www.bbb.org/us/oh/miamisburg/profile/apartments/the-preserve-at-sagebrook-0322-7006348,"The BBB profile places The Preserve at Sagebrook at 3091 Sagebrook Drive and lists Club at Spring Valley Apts as an alternate name, supporting one property identity.",Dayton Area Housing Needs Assessment,official_local_government,https://www.daytonohio.gov/DocumentCenter/View/13851/Bowen-Housing-Needs-Assessment-June-2021,The assessment reports 336 units; the value is evidence only and is not applied here.,The financing identity describes one physical property at Sagebrook. The Eastbrook row is a wrong source address.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://www.bbb.org/us/oh/miamisburg/profile/apartments/the-preserve-at-sagebrook-0322-7006348,2026-08-11,two_read_complete,FALSE
SISR_OH_CLUB_SPRING_VALLEY,physical_identity_merge,DEV_OHA19989259,OHA19989259,CLUB AT SPRING VALLEY,not_in_review,2,merge_duplicate_financing_identity_as_one_physical_development_and_remove_wrong_address,merge_to_review_cluster,DEV_OHA19960058,OHA19960058,final_physical_development,CLUB AT SPRING VALLEY / PRESERVE AT SAGEBROOK,same_financing_identity_with_local_source_confirming_sagebrook_and_rejecting_eastbrook,Club at Spring Valley/Preserve at Sagebrook at 3091 Sagebrook Drive,Better Business Bureau profile: The Preserve at Sagebrook,business_registry_profile,https://www.bbb.org/us/oh/miamisburg/profile/apartments/the-preserve-at-sagebrook-0322-7006348,"The BBB profile places The Preserve at Sagebrook at 3091 Sagebrook Drive and lists Club at Spring Valley Apts as an alternate name, supporting one property identity.",Dayton Area Housing Needs Assessment,official_local_government,https://www.daytonohio.gov/DocumentCenter/View/13851/Bowen-Housing-Needs-Assessment-June-2021,The assessment reports 336 units; the value is evidence only and is not applied here.,The financing identity describes one physical property at Sagebrook. The Eastbrook row is a wrong source address.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://www.bbb.org/us/oh/miamisburg/profile/apartments/the-preserve-at-sagebrook-0322-7006348,2026-08-11,two_read_complete,FALSE
SISR_TN_WILLOW_POINTE,physical_identity_merge,DEV_TNA19960115,TNA19960115,WILLOW POINTE,not_in_review,2,merge_same_named_source_records_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_TNA19960115,TNA19960115,final_physical_development,WILLOW POINTE,same_name_city_and_physical_property_with_supplemental_address_record,Willow Pointe at 1200 Hickory Hollow Terrace,THDA portfolio listing and MDHA voucher landlord list,official_state_and_local_housing_agencies,https://thda.org/pdf/Multifamily-Programs-Compliance-Coordinator-Portfolio-Listing.pdf|https://www.nashville-mdha.org/wp-content/uploads/2024/04/Landlords-That-Accept-Section-8-Vouchers.pdf,"THDA maps TN12-201 to Willow Pointe in Nashville; MDHA identifies Willow Pointe Apartments at 1200 Hickory Hollow Terrace. The two 1996 HUD rows have the same name and city and complementary count/address fields, supporting one physical property while leaving their episode/source-record relationship unresolved.",Metropolitan Development and Housing Agency voucher landlord list,official_local_housing_agency,https://www.nashville-mdha.org/wp-content/uploads/2024/04/Landlords-That-Accept-Section-8-Vouchers.pdf,MDHA confirms Willow Pointe Apartments at 1200 Hickory Hollow Terrace but does not provide a development-wide unit count; no numeric value is applied here.,The physical identity is resolved; the source episodes are preserved and unit aggregation remains deferred.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_TN_WILLOW_POINTE,physical_identity_merge,DEV_TNA19960800,TNA19960800,WILLOW POINTE,not_in_review,2,merge_same_named_source_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_TNA19960115,TNA19960115,final_physical_development,WILLOW POINTE,same_name_city_and_physical_property_with_supplemental_address_record,Willow Pointe at 1200 Hickory Hollow Terrace,THDA portfolio listing and MDHA voucher landlord list,official_state_and_local_housing_agencies,https://thda.org/pdf/Multifamily-Programs-Compliance-Coordinator-Portfolio-Listing.pdf|https://www.nashville-mdha.org/wp-content/uploads/2024/04/Landlords-That-Accept-Section-8-Vouchers.pdf,"THDA maps TN12-201 to Willow Pointe in Nashville; MDHA identifies Willow Pointe Apartments at 1200 Hickory Hollow Terrace. The two 1996 HUD rows have the same name and city and complementary count/address fields, supporting one physical property while leaving their episode/source-record relationship unresolved.",Metropolitan Development and Housing Agency voucher landlord list,official_local_housing_agency,https://www.nashville-mdha.org/wp-content/uploads/2024/04/Landlords-That-Accept-Section-8-Vouchers.pdf,MDHA confirms Willow Pointe Apartments at 1200 Hickory Hollow Terrace but does not provide a development-wide unit count; no numeric value is applied here.,The physical identity is resolved; the source episodes are preserved and unit aggregation remains deferred.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_TX_TRINITY_OAKS,physical_identity_merge,DEV_TXA19910485,TXA19910485,TRINITY OAKS APTS PHASE II,not_in_review,2,merge_phase_and_supplemental_records_as_one_two_building_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_TXA19910485,TXA19910485,final_physical_development,TRINITY OAKS APARTMENTS,official_board_record_identifies_contiguous_two_building_development,Trinity Oaks buildings at 600 and 610 Woodlawn Street,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA identifies Trinity Oaks as one 48-unit development in two contiguous 24-unit phases at 600 and 610 Woodlawn Street.,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA reports 48 units across the development; the value is evidence only and is not applied here.,The physical identity is resolved; both building sites are retained once and unit aggregation remains deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_suffix_for_physical_development_name,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,2026-08-11,two_read_complete,FALSE
SISR_TX_TRINITY_OAKS,physical_identity_merge,DEV_TXA00000091,TXA00000091,TRINITY OAKS APTS,not_in_review,2,merge_phase_and_supplemental_records_as_one_two_building_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_TXA19910485,TXA19910485,final_physical_development,TRINITY OAKS APARTMENTS,official_board_record_identifies_contiguous_two_building_development,Trinity Oaks buildings at 600 and 610 Woodlawn Street,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA identifies Trinity Oaks as one 48-unit development in two contiguous 24-unit phases at 600 and 610 Woodlawn Street.,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA reports 48 units across the development; the value is evidence only and is not applied here.,The physical identity is resolved; both building sites are retained once and unit aggregation remains deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_suffix_for_physical_development_name,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,2026-08-11,two_read_complete,FALSE
SISR_TX_GARDEN_WALK,physical_identity_merge,DEV_TXA19950485,TXA19950485,WILLOWS BEND APTS,not_in_review,3,merge_former_current_and_supplemental_records_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_TXA19950485,TXA19950485,final_physical_development,GARDEN WALK OF WEIMAR (FORMERLY WILLOWS BEND APARTMENTS),official_sponsor_reports_same_sixteen_unit_property_and_address,Garden Walk/Willows Bend at 303 North Smith Street,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,TDHCA sponsor reports and HUD records identify the 16-unit property at 303 North Smith Street under the Garden Walk and Willows Bend names.,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,The public records report 16 total and 16 low-income units; values are evidence only and are not applied here.,The names and supplemental row represent one physical property; the duplicate site is retained once.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,2026-08-11,two_read_complete,FALSE
SISR_TX_GARDEN_WALK,physical_identity_merge,DEV_TXA00000136,TXA00000136,GARDEN WALK OF WEIMAR,not_in_review,3,merge_former_current_and_supplemental_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_TXA19950485,TXA19950485,final_physical_development,GARDEN WALK OF WEIMAR (FORMERLY WILLOWS BEND APARTMENTS),official_sponsor_reports_same_sixteen_unit_property_and_address,Garden Walk/Willows Bend at 303 North Smith Street,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,TDHCA sponsor reports and HUD records identify the 16-unit property at 303 North Smith Street under the Garden Walk and Willows Bend names.,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,The public records report 16 total and 16 low-income units; values are evidence only and are not applied here.,The names and supplemental row represent one physical property; the duplicate site is retained once.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,2026-08-11,two_read_complete,FALSE
SISR_TX_GARDEN_WALK,physical_identity_merge,DEV_TXA00000304,TXA00000304,GARDENWALK OF WEIMAR,not_in_review,3,merge_former_current_and_supplemental_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_TXA19950485,TXA19950485,final_physical_development,GARDEN WALK OF WEIMAR (FORMERLY WILLOWS BEND APARTMENTS),official_sponsor_reports_same_sixteen_unit_property_and_address,Garden Walk/Willows Bend at 303 North Smith Street,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,TDHCA sponsor reports and HUD records identify the 16-unit property at 303 North Smith Street under the Garden Walk and Willows Bend names.,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,The public records report 16 total and 16 low-income units; values are evidence only and are not applied here.,The names and supplemental row represent one physical property; the duplicate site is retained once.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,retain_current_and_former_property_names,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,2026-08-11,two_read_complete,FALSE
SISR_CT_BROOK_HILL_I,retained_distinct_physical_development,DEV_CTA0000X007,CTA0000X007,BROOK HILL VILLAGE 1,not_in_review,1,retain_as_distinct_physical_phase_at_separate_address,retain_physical_development,DEV_CTA0000X007,CTA0000X007,final_physical_development,BROOK HILL VILLAGE I,official_assessment_records_distinguish_phase_and_address,Brook Hill Village I at 2 Emily Way,"Suffield Board of Assessment Appeals Minutes, March 26 2024",official_local_government,https://resources.finalsite.net/images/v1712151699/suffieldctgov/evonxh0dz8xwjhyqhyao/03-26-2024BoardofAssessmentAppealsMeetingMinutes.pdf,Local assessment records distinguish the Brook Hill properties at 1 and 2 Emily Way.,"Suffield Board of Assessment Appeals Minutes, March 26 2024",official_local_government,https://resources.finalsite.net/images/v1712151699/suffieldctgov/evonxh0dz8xwjhyqhyao/03-26-2024BoardofAssessmentAppealsMeetingMinutes.pdf,No development-wide numeric value is applied in this identity review.,Phase I is a distinct physical property from Phase II despite the common master-development name.,physical_development_retained_separate,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_CT_BROOK_HILL_II,retained_distinct_physical_development,DEV_CTA0000X008,CTA0000X008,BROOK HILL VILLAGE II,not_in_review,1,retain_as_distinct_physical_phase_at_separate_address,retain_physical_development,DEV_CTA0000X008,CTA0000X008,final_physical_development,BROOK HILL VILLAGE II,official_assessment_records_distinguish_phase_and_address,Brook Hill Village II at 1 Emily Way,"Suffield Board of Assessment Appeals Minutes, March 26 2024",official_local_government,https://resources.finalsite.net/images/v1712151699/suffieldctgov/evonxh0dz8xwjhyqhyao/03-26-2024BoardofAssessmentAppealsMeetingMinutes.pdf,Local assessment records distinguish the Brook Hill properties at 1 and 2 Emily Way.,"Suffield Board of Assessment Appeals Minutes, March 26 2024",official_local_government,https://resources.finalsite.net/images/v1712151699/suffieldctgov/evonxh0dz8xwjhyqhyao/03-26-2024BoardofAssessmentAppealsMeetingMinutes.pdf,No development-wide numeric value is applied in this identity review.,Phase II is a distinct physical property from Phase I despite the common master-development name.,physical_development_retained_separate,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_CT_MERIDEN_I,retained_distinct_physical_development,DEV_CTA0000X034,CTA0000X034,MERIDEN COMMONS I,not_in_review,1,retain_as_distinct_physical_phase_on_separate_parcel,retain_physical_development,DEV_CTA0000X034,CTA0000X034,final_physical_development,MERIDEN COMMONS I,official_financial_statements_distinguish_phase_parcels_and_addresses,Meriden Commons I at 161 State Street,City of Meriden 2024 Audit Reports,official_local_government,https://www.meridenct.gov/Customer-Content/www/CMS/files/Finance_Department_-_2024_Meriden_Audit_Reports.pdf,City records distinguish Meriden Commons I at 161 State Street from phase II at 177 State Street.,City of Meriden 2024 Audit Reports,official_local_government,https://www.meridenct.gov/Customer-Content/www/CMS/files/Finance_Department_-_2024_Meriden_Audit_Reports.pdf,No development-wide numeric value is applied in this identity review.,Phase I remains a distinct physical property.,physical_development_retained_separate,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_CT_MERIDEN_II,retained_distinct_physical_development,DEV_CTA0000X035,CTA0000X035,MERIDEN COMMONS II,not_in_review,1,retain_as_distinct_physical_phase_on_separate_parcel,retain_physical_development,DEV_CTA0000X035,CTA0000X035,final_physical_development,MERIDEN COMMONS II,official_financial_statements_distinguish_phase_parcels_and_addresses,Meriden Commons II at 177 State Street,City of Meriden 2024 Audit Reports,official_local_government,https://www.meridenct.gov/Customer-Content/www/CMS/files/Finance_Department_-_2024_Meriden_Audit_Reports.pdf,City records distinguish Meriden Commons II at 177 State Street from phase I at 161 State Street.,City of Meriden 2024 Audit Reports,official_local_government,https://www.meridenct.gov/Customer-Content/www/CMS/files/Finance_Department_-_2024_Meriden_Audit_Reports.pdf,No development-wide numeric value is applied in this identity review.,Phase II remains a distinct physical property.,physical_development_retained_separate,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_CT_CRESCENT_1B,retained_distinct_physical_development,DEV_CTA0000X017,CTA0000X017,CRESCENT CROSSINGS 1B,not_in_review,1,retain_as_distinct_second_replacement_phase,retain_physical_development,DEV_CTA0000X017,CTA0000X017,final_physical_development,CRESCENT CROSSINGS PHASE 1B,official_chfa_report_identifies_separate_second_phase_and_four_buildings,Crescent Crossings 1B buildings at Cutter Drive and Waterview Avenue,CHFA 2015 Summary Report,official_state_housing_finance_agency,https://www.chfa.org/assets/1/6/2015_Summary_Report.pdf,"CHFA identifies phase 1B as a separate second replacement phase with four buildings, distinct from phase 1A.",CHFA 2015 Summary Report,official_state_housing_finance_agency,https://www.chfa.org/assets/1/6/2015_Summary_Report.pdf,No development-wide numeric value is applied in this identity review.,Phase 1B remains distinct from phase 1A.,physical_development_retained_separate,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
