singleton_identity_scope_review_id,current_development_id,current_development_site_id,site_key,site_street,site_city,site_state,site_zip,site_action,adjudicated_development_id,site_decision_reason,site_source_title,site_source_type,site_source_url,site_source_statement,geocoding_query_approval,reviewed_on
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0003,NC|720 FERRELL CT WINSTON SALEM NC 27101|WINSTON SALEM,720 FERRELL COURT WINSTON SALEM NC 27101,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,street_field_repeats_city_state_zip_and_duplicates_a_clean_retained_row,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0004,NC|720 FERRELL CT|WINSTON SALEM,720 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0005,NC|730 FERRELL CT WINSTON SALEM NC 27101|WINSTON SALEM,730 FERRELL COURT WINSTON SALEM NC 27101,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,street_field_repeats_city_state_zip_and_duplicates_a_clean_retained_row,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0006,NC|730 FERRELL CT|WINSTON SALEM,730 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0007,NC|740 FERRELL CT WINSTON SALEM NC 27101|WINSTON SALEM,740 FERRELL COURT WINSTON SALEM NC 27101,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,street_field_repeats_city_state_zip_and_duplicates_a_clean_retained_row,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0008,NC|740 FERRELL CT|WINSTON SALEM,740 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0009,NC|750 FERRELL CT WINSTON SALEM NC 27101|WINSTON SALEM,750 FERRELL COURT WINSTON SALEM NC 27101,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,street_field_repeats_city_state_zip_and_duplicates_a_clean_retained_row,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0010,NC|750 FERRELL CT|WINSTON SALEM,750 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0011,NC|760 FERRELL CT WINSTON SALEM NC 27101|WINSTON SALEM,760 FERRELL COURT WINSTON SALEM NC 27101,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,street_field_repeats_city_state_zip_and_duplicates_a_clean_retained_row,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0012,NC|760 FERRELL CT|WINSTON SALEM,760 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_ROLLING_HILLS,DEV_NCA19919144,DEV_NCA19919144_SITE_0013,NC|770 FERRELL CT|WINSTON SALEM,770 FERRELL COURT,WINSTON SALEM,NC,27101,drop_malformed_redundant_variant,DEV_NCA19910400,duplicate_of_the_clean_address_set_retained_from_the_anchor_record,Steele Properties Rolling Hills Press Release,owner_developer,https://www.steelellc.com/wp-content/uploads/2016/12/Casa-and-Rolling-Hills-press-release-10.27.16.pdf,"Steele identifies Rolling Hills as one 110-unit, six-building property; Monroe Group lists the property at 770 Ferrell Court.",not_approved,2026-08-11
SISR_NC_GRAHAM_DUPLEX,DEV_NCA19940140,DEV_NCA19940140_SITE_0001,NC|1620 GRAHAM AVE|HENDERSON,1620 GRAHAM AVE,HENDERSON,NC,27536,drop_malformed_redundant_variant,DEV_NCA19940140,generic_1620_variant_is_replaced_by_the_complete_1620A_1620B_site_string,North Carolina Integrated Care for Kids Housing Guide,public_program_guide,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,The public guide treats 1620A and 1620B Graham Avenue as one property; the HUD rows share year and allocation.,not_approved,2026-08-11
SISR_NC_GRAHAM_DUPLEX,DEV_NCA19949090,DEV_NCA19949090_SITE_0001,NC|1620A 1620B GRAHAM AVE|HENDERSON,1620A 1620B GRAHAM AVE,HENDERSON,NC,27536,keep_verified_physical_site,DEV_NCA19940140,outside_source_supports_this_canonical_physical_site,North Carolina Integrated Care for Kids Housing Guide,public_program_guide,https://ncinck.org/wp-content/uploads/2022/03/F_NC-InCK-Housing-Guide_formatted_10March22.pdf,The public guide treats 1620A and 1620B Graham Avenue as one property; the HUD rows share year and allocation.,not_approved,2026-08-11
SISR_NJ_FAIRVIEW,DEV_NJA19950055,DEV_NJA19950055_SITE_0001,NJ|377 BERGEN BLVD|FAIRVIEW,377 BERGEN BLVD,FAIRVIEW,NJ,07022,drop_historical_redundant_address_alias,DEV_NJA19950055,judicially_documented_historical_371_377_property_range_not_a_second_site,Fairview Associates v. Fairview,published_state_supreme_court_opinion,https://law.justia.com/cases/new-jersey/supreme-court/1999/a-19-98-opn.html,"The New Jersey Supreme Court describes one Fairview Associates '94 property at 371-377 Bergen Boulevard, resolving the range as one property.",not_approved,2026-08-11
SISR_NJ_FAIRVIEW,DEV_NJA19950067,DEV_NJA19950067_SITE_0001,NJ|371 BERGEN BLVD|FAIRVIEW,371 BERGEN BLVD,FAIRVIEW,NJ,07022,keep_verified_physical_site,DEV_NJA19950055,official_state_guide_supports_this_canonical_property_address,New Jersey DCA Bergen County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/bergen.pdf,The official guide lists one 146-unit Fairview Apartments / Biltmore Plaza tax-credit property at 371 Bergen Boulevard.,not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA19950068,DEV_NJA19950068_SITE_0001,NJ|87 WAKEMAN AVE|NEWARK,87 WAKEMAN AVE,NEWARK,NJ,07104,drop_malformed_redundant_variant,DEV_NJA19950125,reviewed_duplicate_or_malformed_variant_of_a_retained_site,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA19950125,DEV_NJA19950125_SITE_0001,NJ|87 89 WAKEMAN AVE BLDG A|NEWARK,87-89 WAKEMAN AVE BLDG A,NEWARK,NJ,11111,drop_malformed_redundant_variant,DEV_NJA19950125,reviewed_duplicate_or_malformed_variant_of_a_retained_site,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA19950125,DEV_NJA19950125_SITE_0002,NJ|87 89 WAKEMAN AVE|NEWARK,87-89 WAKEMAN AVE,NEWARK,NJ,7107,drop_malformed_redundant_variant,DEV_NJA19950125,reviewed_duplicate_or_malformed_variant_of_a_retained_site,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA19950125,DEV_NJA19950125_SITE_0003,NJ|87 WAKEMAN AVE|NEWARK,87 WAKEMAN AVENUE,NEWARK,NJ,07107,drop_malformed_redundant_variant,DEV_NJA19950125,reviewed_duplicate_or_malformed_variant_of_a_retained_site,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_RIVER_PARK,DEV_NJA19960095,DEV_NJA19960095_SITE_0001,NJ|8 BURTON WAY|LANDING,8 BURTON WAY,LANDING,NJ,07850,keep_verified_physical_site,DEV_NJA19960095,official_state_guide_supports_alternate_campus_address,New Jersey DCA Morris County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/morris.pdf,"The official guide lists Willows at Roxbury / River Park Village, 122 units, at 8 Burton Way.",not_approved,2026-08-11
SISR_NJ_RIVER_PARK,DEV_NJA19970085,DEV_NJA19970085_SITE_0001,NJ|5 BURTON WAY|LANDING,5 BURTON WAY,LANDING,NJ,07850,keep_verified_physical_site,DEV_NJA19960095,official_state_guide_supports_this_canonical_property_address,The Willows at Roxbury,property_owner_manager_site,https://livewillows.com/communities/the-willows-at-roxbury/,"The owner-manager identifies The Willows at Roxbury, formerly River Park Village, and supports the retained 5 Burton Way campus site.",not_approved,2026-08-11
SISR_NJ_ROEBLING,DEV_NJA19970090,DEV_NJA19970090_SITE_0001,NJ|32 RIVERSIDE AVE|FLORENCE,32 RIVERSIDE AVENUE,FLORENCE,NJ,08518,keep_verified_physical_site,DEV_NJA19970090,official_state_guide_supports_this_canonical_property_address,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,not_approved,2026-08-11
SISR_NJ_ROEBLING,DEV_NJA19970090,DEV_NJA19970090_SITE_0002,NJ|32 RIVERSIDE AVE|ROEBLING,32 RIVERSIDE AVE,ROEBLING,NJ,08554,drop_malformed_redundant_variant,DEV_NJA19970090,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,not_approved,2026-08-11
SISR_NJ_ROEBLING,DEV_NJA19970107,DEV_NJA19970107_SITE_0001,NJ|32 RIVERSIDE AVE|FLORENCE,32 RIVERSIDE AVE,FLORENCE,NJ,,drop_malformed_redundant_variant,DEV_NJA19970090,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,not_approved,2026-08-11
SISR_NJ_RIVER_PARK,DEV_NJA19979041,DEV_NJA19979041_SITE_0001,NJ|2 BURTON WAY|ROXBURY,2 BURTON WAY,ROXBURY,NJ,7850,retain_unresolved_source_site_for_review,DEV_NJA19960095,property_identity_is_resolved_but_component_address_is_not_independently_verified,Roxbury Affordable Housing Monitoring Report,official_local_government,https://www.roxburynj.us/ArchiveCenter/ViewFile/Item/11065,"The municipal report places the project on one tax lot, but no first-party evidence reviewed here maps 2 Burton Way to a distinct physical site role.",not_approved,2026-08-11
SISR_NJ_RIVER_PARK,DEV_NJA19979041,DEV_NJA19979041_SITE_0002,NJ|5 BURTON WAY|ROXBURY TOWNSHIP,5 BURTON WAY,ROXBURY TOWNSHIP,NJ,07850,drop_malformed_redundant_variant,DEV_NJA19960095,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey I Choose Home Housing List 2020,official_state_government,https://www.nj.gov/ooie/ichoose/documents/ICHNJ_Housing_List_2020.pdf,The state housing list identifies The Willows at Roxbury at 5 Burton Way; HUD records carry the former River Park Village name and adjacent Burton Way variants.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0001,NJ|1 BRADFORD CT ROUTE 130|BORDENTOWN TOWNSHIP,1 BRADFORD COURT ROUTE 130,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,property_identity_is_resolved_but_component_address_is_not_independently_verified,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0002,NJ|2 BRADFORD CT ROUTE 130|BORDENTOWN TOWNSHIP,2 BRADFORD COURT ROUTE 130,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,property_identity_is_resolved_but_component_address_is_not_independently_verified,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0003,NJ|3 BROAD CT ROUTE 130|BORDENTOWN TOWNSHIP,3 BROAD COURT ROUTE 130,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,malformed_component_string_may_represent_distinct_bradford_court_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide resolves the property identity but does not determine whether this malformed numbered string is a distinct Bradford Court building; retain for later site repair.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0004,NJ|4 BROADFORD CT ROUTE 130 BRADFORD CT|BORDENTOWN TOWNSHIP,4 BROADFORD COURT ROUTE 130 BRADFORD COURT,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,malformed_component_string_may_represent_distinct_bradford_court_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide resolves the property identity but does not determine whether this malformed numbered string is a distinct Bradford Court building; retain for later site repair.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0005,NJ|5 BRADFORD CT ROUTE 130|BORDENTOWN TOWNSHIP,5 BRADFORD COURT ROUTE 130,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,property_identity_is_resolved_but_component_address_is_not_independently_verified,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0006,NJ|6 BRADFORD CT ROUTE 130|BORDENTOWN TOWNSHIP,6 BRADFORD COURT ROUTE 130,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,property_identity_is_resolved_but_component_address_is_not_independently_verified,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0007,NJ|7 BRADFORD CT ROUTE 130|BORDENTOWN TOWNSHIP,7 BRADFORD COURT ROUTE 130,BORDENTOWN TOWNSHIP,NJ,8505,retain_unresolved_source_site_for_review,DEV_NJA20009001,property_identity_is_resolved_but_component_address_is_not_independently_verified,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009001,DEV_NJA20009001_SITE_0008,NJ|ROUTE 130 8609 PART 11 YES|BORDENTOWN TOWNSHIP,ROUTE 130 8609 PART 11 (YES),BORDENTOWN TOWNSHIP,NJ,08505,drop_wrong_source_site,DEV_NJA20009001,outside_source_confirms_this_is_not_a_valid_site_for_the_adjudicated_property,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009013,DEV_NJA20009013_SITE_0001,NJ|1 BRADFORD CT|BORDENTOWN CITY,1 BRADFORD COURT,BORDENTOWN CITY,NJ,8505,drop_malformed_redundant_variant,DEV_NJA20009001,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009013,DEV_NJA20009013_SITE_0002,NJ|1 BRADFORD CT|BORDENTOWN TWP,1 BRADFORD COURT,BORDENTOWN TWP.,NJ,8505,drop_malformed_redundant_variant,DEV_NJA20009001,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_BRADFORD,DEV_NJA20009013,DEV_NJA20009013_SITE_0003,NJ|ROUTE 130 AND BURLINGTON BORDENTOWN RD|BORDENTOWN CITY,ROUTE 130 AND BURLINGTON-BORDENTOWN ROAD,BORDENTOWN CITY,NJ,08505,drop_wrong_source_site,DEV_NJA20009001,outside_source_confirms_this_is_not_a_valid_site_for_the_adjudicated_property,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The state guide identifies Bradford Pointe/Bordentown Apartments at 101-727 Bradford Court with 168 apartments; HUD variants use both names and malformed Route 130 descriptions.,not_approved,2026-08-11
SISR_NJ_SUMMIT,DEV_NJA20020090,DEV_NJA20020090_SITE_0001,NJ|599 20TH ST|IRVINGTON,599 20TH ST,IRVINGTON,NJ,07111,drop_malformed_redundant_variant,DEV_NJA20020165,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide lists Summit Apartments at 599 South 20th Street; this equivalent address row duplicates the retained exact 599 South 20th Street site.,not_approved,2026-08-11
SISR_NJ_SUMMIT,DEV_NJA20020165,DEV_NJA20020165_SITE_0001,NJ|599 601 S 20TH ST|IRVINGTON,599-601 SOUTH 20TH STREET,IRVINGTON,NJ,7111,drop_malformed_redundant_variant,DEV_NJA20020165,outside_source_verifies_599_not_unsupported_599_601_range,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The state guide lists Summit Apartments at 599 South 20th Street and does not support the broader 599-601 range, so this range variant is not retained.",not_approved,2026-08-11
SISR_NJ_SUMMIT,DEV_NJA20020165,DEV_NJA20020165_SITE_0002,NJ|599 S 20TH ST|IRVINGTON,599 SOUTH 20TH STREET,IRVINGTON,NJ,07111,keep_verified_physical_site,DEV_NJA20020165,official_state_guide_verifies_exact_599_south_20th_street_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The state guide lists Summit Apartments at 599 South 20th Street, verifying this exact site.",not_approved,2026-08-11
SISR_NJ_SPRINGFIELD,DEV_NJA20030095,DEV_NJA20030095_SITE_0001,NJ|343 SPRINGFIELD AVE|NEWARK,343 SPRINGFIELD AVE,NEWARK,NJ,07103,drop_malformed_redundant_variant,DEV_NJA20030175,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,not_approved,2026-08-11
SISR_NJ_SPRINGFIELD,DEV_NJA20030175,DEV_NJA20030175_SITE_0001,NJ|343 359 SPRINGFIELD AVE|NEWARK,343-359 SPRINGFIELD AVENUE,NEWARK,NJ,7104,keep_verified_physical_site,DEV_NJA20030175,official_state_guide_supports_this_canonical_property_address,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,not_approved,2026-08-11
SISR_NJ_SPRINGFIELD,DEV_NJA20030175,DEV_NJA20030175_SITE_0002,NJ|343 SPRINGFIELD AVE|NEWARK,343 SPRINGFIELD AVENUE,NEWARK,NJ,07103,drop_malformed_redundant_variant,DEV_NJA20030175,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,not_approved,2026-08-11
SISR_NJ_VILLA_ESPERANZA,DEV_NJA20040125,DEV_NJA20040125_SITE_0001,NJ|262 272 SHEPARD AVE|NEWARK,262-272 SHEPARD AVENUE,NEWARK,NJ,7112,drop_wrong_source_site,DEV_NJA20040125,official_state_guide_assigns_shepard_address_to_separate_property,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The official guide places Villa Esperanza at 311-315 Osborne Terrace and lists the Shepard Avenue apartments as a separate property, so this Shepard variant is not a Villa Esperanza site.",not_approved,2026-08-11
SISR_NJ_VILLA_ESPERANZA,DEV_NJA20040125,DEV_NJA20040125_SITE_0002,NJ|262 272 SHEPHERD AVE|NEWARK,262-272 SHEPHERD AVENUE,NEWARK,NJ,11111,drop_wrong_source_site,DEV_NJA20040125,official_state_guide_assigns_shepard_address_to_separate_property,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The official guide places Villa Esperanza at 311-315 Osborne Terrace and lists the Shepard Avenue apartments as a separate property, so this Shepard variant is not a Villa Esperanza site.",not_approved,2026-08-11
SISR_NJ_VILLA_ESPERANZA,DEV_NJA20040125,DEV_NJA20040125_SITE_0003,NJ|262 SHEPHARD AVE|NEWARK,262 SHEPHARD AVENUE,NEWARK,NJ,07112,drop_wrong_source_site,DEV_NJA20040125,official_state_guide_assigns_shepard_address_to_separate_property,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The official guide places Villa Esperanza at 311-315 Osborne Terrace and lists the Shepard Avenue apartments as a separate property, so this Shepard variant is not a Villa Esperanza site.",not_approved,2026-08-11
