review_index,development_id,review_category,development_name,development_city,development_state,n_project_episodes,first_pis_year,last_pis_year,development_linkage_basis,episode_unit_totals,episode_low_income_unit_totals,state_ids,primary_addresses,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_source_2_title,pass2_source_2_type,pass2_source_2_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
282,DEV_NYA20009262,unresolved_component_or_changed_totals,LAUREL HOMES,ROSLYN HEIGHTS,NY,2,2000,2021,normalized_name_identical_multisite_set,66|74,66|74,19980968|NY-21-2643,4 LINDEN CT|72 LAUREL STREET,accept,same_property_changed_or_component_totals,"Internal HUD read: NYA20009262 (PIS 2000, state ID 19980968, units 66); NYB20213051 (PIS 2021, state ID NY-21-2643, units 74). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22LAUREL%20HOMES%22%20%22ROSLYN%20HEIGHTS%22%20%224%20LINDEN%20CT%22%20affordable%20housing,"Laurel Homes - Affordable Housing in Roslyn Heights, NY | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/new-york/roslyn-heights/laurel-homes/qmomus2bkfnzaf1rdfqzgf8k,"LAUREL HOMES | Low Income Housing | 4 LINDEN CT Roslyn Heights, NY ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-laurel-homes-4-linden-ct-roslyn-heights-ny-11577/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
283,DEV_NYC20100142,unresolved_component_or_changed_totals,LIVONIA TERRACE APTS,BROOKLYN,NY,4,2010,2010,normalized_name_identical_multisite_set,15|29|60|84,15|26|58|83,0902111|NY-09-011|NY-09-015|NY-09-016,435 ALABAMA AVE|446 ALABAMA AVE|469 ALABAMA AVE,accept,same_property_changed_or_component_totals,"Internal HUD read: NYC20100142 (PIS 2010, state ID NY-09-011, units 60); NYC20100144 (PIS 2010, state ID NY-09-015, units 29); NYC20100146 (PIS 2010, state ID NY-09-016, units 84); NYC20100806 (PIS 2010, state ID 0902111, units 15). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 3.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22LIVONIA%20TERRACE%20APTS%22%20%22BROOKLYN%22%20%22435%20ALABAMA%20AVE%22%20affordable%20housing,LIVONIA TERRACE APTS | Low Income Housing | 435 ALABAMA AVE Brooklyn ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-livonia-terrace-apts-435-alabama-ave-brooklyn-ny-11207/,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
284,DEV_NYC20060055,unresolved_component_or_changed_totals,MARKHAM GARDENS,STATEN ISLAND,NY,2,2006,2009,normalized_name_identical_multisite_set,190|240,190,75-3218207|NY-06-085,15 MARKHAM LN|70 NORTH BURGHER AVE.,accept,same_property_changed_or_component_totals,"Internal HUD read: NYC20060055 (PIS 2006, state ID NY-06-085, units 190); NYC20090802 (PIS 2009, state ID 75-3218207, units 240). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22MARKHAM%20GARDENS%22%20%22STATEN%20ISLAND%22%20%2215%20MARKHAM%20LN%22%20affordable%20housing,"MARKHAM GARDENS | Low Income Housing | 15 MARKHAM LN Staten Island, NY ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-markham-gardens-15-markham-ln-staten-island-ny-10310/,"Markham Gardens | Affordable Apartments for Rent in Staten Island, NY",housing_directory_or_other_web_source,https://hellosection8.com/id-nyc20060055-low-income-apartments-in-ny_statenisland.html,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
285,DEV_NYC20120838,unresolved_component_or_changed_totals,SINCLAIR HOUSES,NEW YORK,NY,2,2012,2013,normalized_name_identical_multisite_set,80|81,80,1062156|80-0848744,502 W 151ST ST|528 WEST 151ST STREET,accept,same_property_changed_or_component_totals,"Internal HUD read: NYC20120838 (PIS 2012, state ID 1062156, units 80); NYC20130216 (PIS 2013, state ID 80-0848744, units 81). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22SINCLAIR%20HOUSES%22%20%22NEW%20YORK%22%20%22502%20W%20151ST%20ST%22%20affordable%20housing,"Sinclair Houses - 502 W 151st St New York, NY 10031 | Apartments.com",property_listing_or_public_records,https://www.apartments.com/sinclair-houses-new-york-ny/ryhhbc2/,"SINCLAIR HOUSES | Low Income Housing | 502 W 151ST ST New York, NY ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-sinclair-houses-502-w-151st-st-new-york-ny-10031/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
286,DEV_NYC19980800,unresolved_component_or_changed_totals,THE SAGAMORE,NEW YORK,NY,2,1998,1998,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,265|53,53,27-4782409|NY-27-4782409,189 W 89TH ST|189 WEST 89TH STREET,accept,same_property_changed_or_component_totals,"Internal HUD read: NYC19980800 (PIS 1998, state ID NY-27-4782409, units 265); NYC19989011 (PIS 1998, state ID 27-4782409, units 53). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22THE%20SAGAMORE%22%20%22NEW%20YORK%22%20%22189%20W%2089TH%20ST%22%20affordable%20housing,The Sagamore - 189 W 89th St New York NY (6 units available) | Zillow,property_listing_or_public_records,https://www.zillow.com/apartments/new-york-ny/the-sagamore/7Tf7/,"The Sagamore - 189 W 89th St, New York, NY 10024 | Trulia",housing_directory_or_other_web_source,https://www.trulia.com/building/the-sagamore-189-w-89th-st-new-york-ny-10024-645041,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
287,DEV_OHA20240006,unresolved_component_or_changed_totals,CHESTNUT VILLAGE APARTMENTS,ASHTABULA,OH,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,32|9,32|9,210027,5321 CHESTNUT AVE,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20240006 (PIS 2024, state ID 210027, units 9); OHA20240007 (PIS 2024, state ID 210027, units 32). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CHESTNUT%20VILLAGE%20APARTMENTS%22%20%22ASHTABULA%22%20%225321%20CHESTNUT%20AVE%22%20affordable%20housing,Chestnut Village Apartments now accepting applications,housing_directory_or_other_web_source,https://www.starbeacon.com/news/chestnut-village-apartments-now-accepting-applications/article_09831300-c6b8-11ee-9f5d-db5e11e1afda.html,"Chestnut Village 55+ - 5321 Chestnut Ave Ashtabula, OH 44004 ...",property_listing_or_public_records,https://www.apartments.com/chestnut-village-55-ashtabula-oh/lg76b3e/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
288,DEV_OHA20230006,unresolved_component_or_changed_totals,CLEVELAND SCHOLAR HOUSE,CLEVELAND,OH,2,2023,2023,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,14|40,14|40,210010,2565 COMMUNITY COLLEGE AVE,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20230007 (PIS 2023, state ID 210010, units 40); OHA20230006 (PIS 2023, state ID 210010, units 14). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CLEVELAND%20SCHOLAR%20HOUSE%22%20%22CLEVELAND%22%20%222565%20COMMUNITY%20COLLEGE%20AVE%22%20affordable%20housing,"Cleveland Scholar House - Affordable Housing in Cleveland, OH | Section ...",housing_directory_or_other_web_source,https://section8search.org/ohio/cleveland/cleveland-scholar-house/v0in7cvtvbxrl0nvdm7hi7uh,Cleveland Scholar House - UsLowCostHousing,housing_directory_or_other_web_source,https://sec8.uslowcosthousing.com/state/oh/cleveland/cleveland-scholar-house-35153/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
289,DEV_OHA20240013,unresolved_component_or_changed_totals,HARVEST CROSSING SENIOR VILLAS,JACKSON,OH,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,4|46,4|46,220049,1045 WHEATLAND DR,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20240013 (PIS 2024, state ID 220049, units 46); OHA20240014 (PIS 2024, state ID 220049, units 4). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22HARVEST%20CROSSING%20SENIOR%20VILLAS%22%20%22JACKSON%22%20OH%20housing,Harvest Crossing Senior Villas | Jackson Area Chamber of Commerce,housing_directory_or_other_web_source,https://jacksonohiochamber.com/directory/harvest-crossing-senior-villas/,"Harvest Crossing Senior Villas, 983 Wheatland Drive US, Jackson, OH ...",housing_directory_or_other_web_source,https://www.mapquest.com/us/ohio/harvest-crossing-senior-villas-799225572,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
290,DEV_OHA20220008,unresolved_component_or_changed_totals,HEMPSTEAD LANDING,KETTERING,OH,2,2022,2022,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,2|40,2|40,200007,HEMPSTEAD STATION DRIVE AND MEIJER W DRIVE,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20220008 (PIS 2022, state ID 200007, units 2); OHA20220009 (PIS 2022, state ID 200007, units 40). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22HEMPSTEAD%20LANDING%22%20%22KETTERING%22%20%22HEMPSTEAD%20STATION%20DRIVE%20AND%20MEIJER%20W%20DRIVE%22%20affordable%20housing,"Hempstead Landing - Affordable Housing in Kettering, OH | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/ohio/kettering/hempstead-landing/sd3sy2t8103h3arch3e1ymz2,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
291,DEV_OHA20230017,unresolved_component_or_changed_totals,I PROMISE HOUSING,AKRON,OH,2,2023,2023,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,5|50,5|50,200065,445 S MAPLE STREET,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20230017 (PIS 2023, state ID 200065, units 5); OHA20230018 (PIS 2023, state ID 200065, units 50). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22I%20PROMISE%20HOUSING%22%20%22AKRON%22%20%22445%20S%20MAPLE%20STREET%22%20affordable%20housing,"I Promise Housing - Affordable Housing in Akron, OH | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/ohio/akron/i-promise-housing/p00hlfin2m72hohujopo4o5c,"Affordable Housing in Akron, OH: I PROMISE HOUSING",housing_directory_or_other_web_source,https://section8search.org/ohio/akron/i-promise-housing/tdvpxr2te4lvstdtnyfmz6uy,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
292,DEV_OHA20200034,unresolved_component_or_changed_totals,PARSONS PLACE APARTMENTS,COLUMBUS,OH,2,2020,2020,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,5|62,5|62,180051,1354 EAST BARTHMAN AVENUE,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20200034 (PIS 2020, state ID 180051, units 5); OHA20200035 (PIS 2020, state ID 180051, units 62). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22PARSONS%20PLACE%20APARTMENTS%22%20%22COLUMBUS%22%20%221354%20EAST%20BARTHMAN%20AVENUE%22%20affordable%20housing,"Parsons Place Apartments - Affordable Housing in Columbus, OH | Section ...",housing_directory_or_other_web_source,https://section8search.org/ohio/columbus/parsons-place-apartments/ugze7gxs0wk2ok8nyw9bjsvg,"Parsons Place Apartments - Affordable Housing in Columbus, OH | Section ...",housing_directory_or_other_web_source,https://section8search.org/ohio/columbus/parsons-place-apartments/tzc6yi3efxh9r89hw7czb59o,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
293,DEV_OHA20180028,unresolved_component_or_changed_totals,SANDSTONE APARTMENTS,THE PLAINS,OH,2,2018,2018,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,4|50,4|50,160019,100 NORTH PLAINS ROAD,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20180028 (PIS 2018, state ID 160019, units 50); OHA20180029 (PIS 2018, state ID 160019, units 4). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22SANDSTONE%20APARTMENTS%22%20%22THE%20PLAINS%22%20%22100%20NORTH%20PLAINS%20ROAD%22%20affordable%20housing,"Sandstone Apartments in The Plains, Ohio - OHA20180029",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/37913/sandstone-apartments-oha20180029,SANDSTONE APARTMENTS | Low Income Housing | 100 NORTH PLAINS ROAD The ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-sandstone-apartments-100-north-plains-road-the-plains-oh-45780/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
294,DEV_OHA20230031,unresolved_component_or_changed_totals,SINCLAIR FAMILY APARTMENTS,COLUMBUS,OH,2,2023,2023,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,180|8,180|8,200248,5055 AND 5075 SINCLAIR ROAD,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20230032 (PIS 2023, state ID 200248, units 8); OHA20230031 (PIS 2023, state ID 200248, units 180). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22SINCLAIR%20FAMILY%20APARTMENTS%22%20%22COLUMBUS%22%20%225055%20AND%205075%20SINCLAIR%20ROAD%22%20affordable%20housing,"Sinclair Family Apartments - Affordable Housing in Columbus, OH ...",housing_directory_or_other_web_source,https://section8search.org/ohio/columbus/sinclair-family-apartments/crvgo5lbuv3lqv2gaf9ah4mp,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
295,DEV_OHA20200040,unresolved_component_or_changed_totals,STONEY POINTE COMMONS II,AKRON,OH,2,2020,2020,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,3|45,3|45,180037,1791 VERNON ODOM BOULEVARD,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20200040 (PIS 2020, state ID 180037, units 3); OHA20200041 (PIS 2020, state ID 180037, units 45). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22STONEY%20POINTE%20COMMONS%20II%22%20%22AKRON%22%20%221791%20VERNON%20ODOM%20BOULEVARD%22%20affordable%20housing,"Stoney Pointe Commons Ii - Affordable Housing in Akron, OH | Section 8 ...",housing_directory_or_other_web_source,https://section8search.org/ohio/akron/stoney-pointe-commons-ii/gurri8etabd43q4lptfnhg40,"Stoney Pointe Commons Ii - Affordable Housing in Akron, OH | Section 8 ...",housing_directory_or_other_web_source,https://section8search.org/ohio/akron/stoney-pointe-commons-ii/nd61ki4s2lzjfm2g549uw4ra,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
296,DEV_OHA20240036,unresolved_component_or_changed_totals,THE LOFTS AT KETTERING TOWN CENTER,KETTERING,OH,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,51|7,51|7,210032,3233 WOODMAN DR,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20240037 (PIS 2024, state ID 210032, units 51); OHA20240036 (PIS 2024, state ID 210032, units 7). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22THE%20LOFTS%20AT%20KETTERING%20TOWN%20CENTER%22%20%22KETTERING%22%20%223233%20WOODMAN%20DR%22%20affordable%20housing,"The Lofts At Kettering Town Center 460 3233 Woodman Dr in Dayton, OH ...",housing_directory_or_other_web_source,https://www.affordablehousing.com/dayton-oh/the-lofts-at-kettering-town-center-460-646614,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
297,DEV_OHA20240039,unresolved_component_or_changed_totals,THE SENIOR VILLAGE AT KETTERING TOWN CENTER,KETTERING,OH,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,52|8,52|8,210039,3253 WOODMAN DR,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20240040 (PIS 2024, state ID 210039, units 52); OHA20240039 (PIS 2024, state ID 210039, units 8). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22THE%20SENIOR%20VILLAGE%20AT%20KETTERING%20TOWN%20CENTER%22%20%22KETTERING%22%20OH%20housing,"The Senior Village at Kettering Town Center Manager, Inc.",housing_directory_or_other_web_source,https://www.bizapedia.com/oh/the-senior-village-at-kettering-town-center-manager-inc.html,Senior Village at Kettering Town Center - SeniorsProTalk,housing_directory_or_other_web_source,https://seniorsprotalk.com/senior-village-at-kettering-town-center/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
298,DEV_OHA20230039,unresolved_component_or_changed_totals,UPPER SANDUSKY VILLAGE,UPPER SANDUSKY,OH,2,2023,2023,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,4|50,4|50,210009,202 WESTBROOK BLVD,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20230039 (PIS 2023, state ID 210009, units 50); OHA20230040 (PIS 2023, state ID 210009, units 4). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22UPPER%20SANDUSKY%20VILLAGE%22%20%22UPPER%20SANDUSKY%22%20%22202%20WESTBROOK%20BLVD%22%20affordable%20housing,"Upper Sandusky Village - Affordable Housing in Upper Sandusky, OH ...",housing_directory_or_other_web_source,https://section8search.org/ohio/upper-sandusky/upper-sandusky-village/iz4tij9wl3v20tt4vcpfh651,Upper Sandusky Village - UsLowCostHousing,housing_directory_or_other_web_source,https://sec8.uslowcosthousing.com/state/oh/upper-sandusky/upper-sandusky-village-36191/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
299,DEV_OHA20240043,unresolved_component_or_changed_totals,VANDALIA POINT,CINCINNATI,OH,2,2024,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,2|52,2|52,220043,1601 BLUE ROCK STREET,accept,same_property_changed_or_component_totals,"Internal HUD read: OHA20240043 (PIS 2024, state ID 220043, units 2); OHA20240044 (PIS 2024, state ID 220043, units 52). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Browser + web search,https://html.duckduckgo.com/html/?q=%22VANDALIA%20POINT%22%20%22CINCINNATI%22%20%221601%20BLUE%20ROCK%20STREET%22%20affordable%20housing,OHFA 2022 Strategic Initiatives — Vandalia Point,official_public,https://ohiohome.org/ppd/documents/2022-StrategicInitiativesMemo.pdf,OHFA Vandalia Point application,official_public,https://ohiohome.org/ppd/proposals/2022/CentralCity/VandaliaPoint.pdf,Ohio Housing Finance Agency materials identify Vandalia Point at 1601 Blue Rock Street as one 52-unit development. The two HUD rows share the same state ID; the two-unit row is not a separate physical property.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
300,DEV_PAA19880455,unresolved_component_or_changed_totals,BUCKEYE APTS,EDINBORO,PA,2,1988,1988,normalized_name_standardized_primary_address,5|7,5|7,TC1988-0013|TC1988-0014,216 WATER ST,accept,same_property_changed_or_component_totals,"Internal HUD read: PAA19880455 (PIS 1988, state ID TC1988-0013, units 5); PAA19880460 (PIS 1988, state ID TC1988-0014, units 7). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22BUCKEYE%20APTS%22%20%22EDINBORO%22%20%22216%20WATER%20ST%22%20affordable%20housing,"Buckeye Apts - Affordable Housing in Edinboro, PA | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/pennsylvania/edinboro/buckeye-apts/wqola8o3pxkhu0vxltzt2m3h,"Buckeye Apts | Affordable Apartments for Rent in Edinboro, PA",housing_directory_or_other_web_source,https://hellosection8.com/id-paa19880460-low-income-apartments-in-pa_edinboro.html,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
301,DEV_PAA19920210,unresolved_component_or_changed_totals,OGONTZ HALL,PHILADELPHIA,PA,2,1992,1992,normalized_name_standardized_primary_address,25|6,25|6,TC19900028|TC19900176,7171 OGONTZ AVE,accept,same_property_changed_or_component_totals,"Internal HUD read: PAA19920210 (PIS 1992, state ID TC19900176, units 6); PAA19920215 (PIS 1992, state ID TC19900028, units 25). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22OGONTZ%20HALL%22%20%22PHILADELPHIA%22%20%227171%20OGONTZ%20AVE%22%20affordable%20housing,"OGONTZ HALL | Low Income Housing | 7171 OGONTZ AVE Philadelphia, PA ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-ogontz-hall-7171-ogontz-ave-philadelphia-pa-19138/,"Ogontz Hall | Affordable Apartments for Rent in Philadelphia, PA",housing_directory_or_other_web_source,https://hellosection8.com/id-paa19920215-low-income-apartments-in-pa_philadelphia.html,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
