mixed_site_question_id,candidate_signal_class,development_ids,development_names,development_anchor_hud_ids,first_pis_year_examples,episode_unit_max_examples,shared_site_key_examples,review_origin,first_read_reviewed_on,outside_read_reviewed_on,final_reviewed_on,n_members,first_read_n_clusters,n_clusters,n_physical_development_clusters,n_nonphysical_umbrella_clusters,first_read_identity_decision,final_identity_decision,first_read_reason_code,final_reason_code,outside_discovery_method,outside_discovery_url,outside_source_member_count,outside_source_title,outside_source_type,outside_source_url,outside_address_agreement,outside_identity_assessment,episode_to_property_bridge_status,shared_geocoding_query_decision,source_rows_changed
MSIR_0068,moderate_identity_evidence,DEV_NJA19969012 | DEV_NJA20120830 | DEV_NJA20123130,STEVENS AVE PROJECT | STEVENS AVE. PROJECT #392 | STEVENS AVENUE PROJECT,NJA19969012 | NJA20120830 | NJA20123130,1996 | 2012,16,NJ|78 STEVENS AVE|JERSEY CITY,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,1,1,1,0,merge_all,merge_all,same_property_later_financing_episode,same_property_later_financing_episode,focused_web_search,https://www.novoco.com/documents116033/new-jersey-lihtc-properties-to-2021-082023.pdf,3,New Jersey LIHTC property list,public_lihtc_property_list,https://www.novoco.com/documents116033/new-jersey-lihtc-properties-to-2021-082023.pdf,confirms_later_financing_of_same_stevens_avenue_property,supports_final_partition,not_required,not_approved,FALSE
MSIR_0069,moderate_identity_evidence,DEV_NJA19970110 | DEV_NJA19979066,WEEHAWKEN SENIOR HOUSING | WEEHAWKEN SENIOR HOUSING #499,NJA19970110 | NJA19979066,1997,28,NJ|2 4 POTTER PL|WEEHAWKEN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/weehawken-twp/weehawken-senior-housing/gk496lqtjn63z45pocdaf8om,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0070,moderate_identity_evidence,DEV_NJA20120806 | DEV_NJA20123160,WYNDHURST AT PLAINSBORO | WYNDHURST AT PLAINSBORO -#259,NJA20120806 | NJA20123160,2012,126,NJ|900 WYNDHURST DR|PLAINSBORO,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-jersey/plainsboro-twp/wyndhurst-at-plainsboro/fpt60wit871xubzplcptsh95 | https://section8search.org/new-jersey/plainsboro/wyndhurst-at-plainsboro-259/jlr52hqdymjq6blszaers0t5,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0071,moderate_identity_evidence,DEV_NVA20110010 | DEV_NVA20114001,CORONADO DR APTS | CORONADO DRIVE APARTMENTS,NVA20110010 | NVA20114001,2011,60,NV|500 N MAJOR AVE|HENDERSON,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,1,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/nevada/henderson/coronado-drive-apartments/n948mrhpo5tf3lihb98qujoa,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0072,moderate_identity_evidence,DEV_NVA20020015 | DEV_NVA20020020 | DEV_NVA20029004 | DEV_NVA20190011,FOURTH STREET I | FOURTH STREET II | FOURTH STREET PROJECT II | PLAZA AT 4TH STREET,NVA20020015 | NVA20020020 | NVA20029004 | NVA20190011,2002 | 2019,20 | 30 | 73,NV|450 N WELLS AVE|RENO | NV|801 E FOURTH ST|RENO,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,4,4,4,4,0,retain_each,retain_each,crosslisted_addresses_between_distinct_properties,crosslisted_addresses_between_distinct_properties,focused_web_search,https://www.reno.gov/home/showpublisheddocument/88681/637932361848570000 | https://www.hud.gov/sites/documents/21612_washoeindex.pdf,4,Reno and HUD affordable housing property records,municipal_and_federal_housing_records,https://www.reno.gov/home/showpublisheddocument/88681/637932361848570000 | https://www.hud.gov/sites/documents/21612_washoeindex.pdf,lists_fourth_street_properties_and_plaza_as_distinct,supports_final_partition,not_required,not_approved,FALSE
MSIR_0073,moderate_identity_evidence,DEV_NVA19980075 | DEV_NVA19989009,WILLOWBROOK APTS III | WILLOWBROOK III APARTMENTS,NVA19980075 | NVA19989009,1998,20,NV|1648 MIDAS DR|WINNEMUCCA,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/nevada/winnemucca/willowbrook-apts-iii/suiaxtwop2851o9m2si1x0nt | https://section8search.org/nevada/winnemucca/willowbrook-iii-apartments/eap9w5c7b6z34n4vvdvb4teb,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0074,moderate_identity_evidence,DEV_NYC20090008 | DEV_NYC20097002,1405 FIFTH AVE APTS | 1405 FIFTH AVENUE,NYC20090008 | NYC20097002,2009,81,NY|1405 FIFTH AVE|NEW YORK,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/new-york/1405-fifth-ave-apts/emnh1csu8tkiyxlgza0x7s1p | https://section8search.org/new-york/new-york/1405-fifth-avenue/zck1m2n4dff41mjaokq0obpt,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0075,moderate_identity_evidence,DEV_NYC20090317 | DEV_NYC20090815,BEACON | BRISTOL HOPKINSON LLC,NYC20090317 | NYC20090815,2009,168,NY|54 BRISTOL ST|BROOKLYN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/brooklyn/beacon/ezesjmbvqzxh4zmt83x374tp | https://section8search.org/new-york/brooklyn/bristol-hopkinson-llc/khofejzgxodblfk2141xqjry,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0076,moderate_identity_evidence,DEV_NYC20090320 | DEV_NYC20110822 | DEV_NYC20110823 | DEV_NYC20110841,CIENA | HOBBS CIENA APARTMENTS | HOBBS CIENA APTS | HOBBS COURT,NYC20090320 | NYC20110822 | NYC20110823 | NYC20110841,2009 | 2011,340 | 81 | 884,NY|314 E 100TH ST|NEW YORK | NY|315 E 102ND ST|NEW YORK,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,4,3,3,2,1,partition,partition,two_physical_buildings_plus_nonphysical_umbrella_records,two_physical_buildings_plus_nonphysical_umbrella_records,focused_web_search,https://www.nyc.gov/html/ops/nycstim/downloads/pdf/e_harlem_spotlight_110919.pdf | https://legistar.council.nyc.gov/View.ashx?GUID=CFED4CFA-59A8-4392-A0BA-CF3F7A901551&ID=679556&M=F,4,NYC East Harlem project report and City Council record,municipal_project_records,https://www.nyc.gov/html/ops/nycstim/downloads/pdf/e_harlem_spotlight_110919.pdf | https://legistar.council.nyc.gov/View.ashx?GUID=CFED4CFA-59A8-4392-A0BA-CF3F7A901551&ID=679556&M=F,proves_two_locations_and_buildings_plus_340_unit_umbrella,supports_final_partition_and_bridge_requirement,required_unresolved,not_approved,FALSE
MSIR_0077,moderate_identity_evidence,DEV_NYC20100065 | DEV_NYC20110843,CONCORD COURT & SEASIDE PLAZA APTS | SEASIDE CONCORD APARTMENTS,NYC20100065 | NYC20110843,2010 | 2011,430,NY|18 FATHER CAPODANNO BLVD|STATEN ISLAND,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/staten-island/concord-court-seaside-plaza-apts/nli9ab9pzseb0kbr3tcz0ttz | https://section8search.org/new-york/staten-island/seaside-concord-apartments/y8zicgkahekqeiy0se41cwfw,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0078,moderate_identity_evidence,DEV_NYC20060009 | DEV_NYC20060806,"COURTLANDT AVENUE APTS | COURTLANDT AVENUE ASSOCIATES, LP",NYC20060009 | NYC20060806,2006,167,NY|320 E 159TH ST|BRONX,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/bronx/courtlandt-avenue-apts/qs3u9eypvsp0ma9nezh5m49i | https://section8search.org/new-york/bronx/courtlandt-avenue-associates-lp/ksgei2dg23s0p4fgwzpw73u3,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0079,moderate_identity_evidence,DEV_NYC20070170 | DEV_NYC20070813,CROSS BRONX LP | OGDEN AVENUE APTS II,NYC20070170 | NYC20070813,2007,59,NY|1457 OGDEN AVE|BRONX,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/bronx/cross-bronx-lp/zlwe7q9iorlo54okgykhhkbn | https://section8search.org/new-york/bronx/ogden-avenue-apts-ii/etdhql0ksrb1boetwvtzc0a3,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0080,moderate_identity_evidence,DEV_NYC20120050 | DEV_NYC20120854,GATEWAY ELTON | GATEWAY ELTON STREET PHASE I,NYC20120050 | NYC20120854,2012,197,NY|1149 ELTON ST|BROOKLYN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/brooklyn/gateway-elton-street-phase-i/et3cqh2zuh3to8xa4gqtar3k | https://section8search.org/new-york/brooklyn/gateway-elton/eqlauq7zt2zwt97xop2guncz,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0081,prior_decision_reopened,DEV_NYC20070245 | DEV_NYC20080812,PLAZA RESIDENCES | PLAZA RESIDENCES I,NYC20070245 | NYC20080812,2007 | 2008,385 | 66,NY|37 NEW LOTS AVE|BROOKLYN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,official_component_and_umbrella_same_physical_development,official_component_and_umbrella_same_physical_development,focused_web_search,https://legistar.council.nyc.gov/LegislationDetail.aspx?GUID=3A8D2AF6-FB77-4DC9-93C6-BF9FE432DB1D&ID=447192&Options=&Search= | https://a836-edms.nyc.gov/dctm-rest/repositories/dofedmspts/StatementSearch?bbl=3036280001&stmtDate=20240115&stmtType=NPV,2,NYC Council and Department of Finance Plaza records,municipal_property_records,https://legistar.council.nyc.gov/LegislationDetail.aspx?GUID=3A8D2AF6-FB77-4DC9-93C6-BF9FE432DB1D&ID=447192&Options=&Search= | https://a836-edms.nyc.gov/dctm-rest/repositories/dofedmspts/StatementSearch?bbl=3036280001&stmtDate=20240115&stmtType=NPV,confirms_plaza_component_belongs_to_one_physical_development,supports_final_partition,not_required,not_approved,FALSE
MSIR_0082,moderate_identity_evidence,DEV_NYC20120130 | DEV_NYC20120849,PRC WESTCHESTER | PRC WESTCHESTER AVENUE,NYC20120130 | NYC20120849,2012,409,NY|985 SIMPSON ST|BRONX,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/bronx/prc-westchester-avenue/zwx93vwpkigbmr0yyzb161gw | https://section8search.org/new-york/bronx/prc-westchester/si3vvyamt668myxe3exlyo8i,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0083,moderate_identity_evidence,DEV_NYC20080235 | DEV_NYC20100833,RIVER ROCK LLC | RIVERROCK APTS,NYC20080235 | NYC20100833,2008 | 2010,54,NY|774 ROCKAWAY AVE|BROOKLYN,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/brooklyn/river-rock-llc/u09opu6sbvukox9krf6xat1t | https://section8search.org/new-york/brooklyn/riverrock-apts/bfvxanv41nodgpnpddgr4u6i,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0084,moderate_identity_evidence,DEV_NYC20100347 | DEV_NYC20100482,"WEST 135 STREET APARTMENTS, LLC | WEST 135TH STREET APTS",NYC20100347 | NYC20100482,2010,198,NY|107 W 135TH ST|NEW YORK,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/new-york/new-york/west-135-street-apartments-llc/j09i28hlwq2o8bs4602yey8l | https://section8search.org/new-york/new-york/west-135th-street-apts/edhgk0r158y63791y4tai124,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0085,moderate_identity_evidence,DEV_OKA20160022 | DEV_OKA20167566,WILLOW GARDEN APTS | WILLOW GARDENS,OKA20160022 | OKA20167566,2016,47,OK|401 ALEDO DR|BARTLESVILLE,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/oklahoma/bartlesville/willow-creek-apts/kzy74azel9k7colrjsz977ab | https://section8search.org/oklahoma/bartlesville/willow-gardens/fys32tw895sr0atfeh1j0uq0,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0086,moderate_identity_evidence,DEV_SCA20170009 | DEV_SCA20173019,SUMTER SENIOR APARTMENTS | SUMTER SENIOR APARTMENTS M15-SG450997,SCA20170009 | SCA20173019,2017,30,SC|411 W LIBERTY ST|SUMTER,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,2,1,1,1,0,merge_all,merge_all,duplicate_source_records_same_physical_development,duplicate_source_records_same_physical_development,public_directory_sitemap,https://section8search.org/sitemap.xml,2,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/south-carolina/sumter/sumter-senior-apartments-m15sg450997/hmhlu7dz4mnauhl5911i5rdq | https://section8search.org/south-carolina/sumter/sumter-senior-apartments/qqn1x4msspcz6tp6s9otczdp,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
MSIR_0087,moderate_identity_evidence,DEV_WAA20120818 | DEV_WAA20130036 | DEV_WAA20134034,"WILLIAMS APARTMENTS | WILLIAMS APTS | WW - JEFFERSON, THE",WAA20120818 | WAA20130036 | WAA20134034,2012 | 2013,40 | 84,WA|219 223 PONTIUS AVE N|SEATTLE,new_two_read_review,2026-08-11,2026-08-11,2026-08-11,3,2,2,2,0,partition,partition,copied_crosslisted_addresses_between_distinct_properties,copied_crosslisted_addresses_between_distinct_properties,public_directory_sitemap,https://section8search.org/sitemap.xml,3,Section8Search direct pages for listed members,public_housing_directory,https://section8search.org/washington/seattle/williams-apartments/x6ksbkel1khwj5ycgwebi3ad | https://section8search.org/washington/seattle/williams-apts/dwbt57h1v5takrebkpqqiy9s | https://section8search.org/washington/seattle/ww-jefferson-the/n92iuddgatqedmmmjulvtfe2,corroborates_published_names_units_and_addresses,corroborates_internal_identity_read,not_required,not_approved,FALSE
