review_question_id,identical_address_set_id,internal_identity_decision,internal_reason_code,internal_notes,internal_reviewed_on,external_identity_decision,external_search_engine,external_search_url,external_source_title,external_source_type,external_source_url,external_notes,external_reviewed_on,final_identity_decision,final_reason_code,address_set_assessment,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed
IASR_088,IAS1321,merge_all,same_name_timing_address_set,"Glenwood Falls name variants have matching timing, units, and address set.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Glenwood%20Falls%20Apartments%20Fort%20Mill%20South%20Carolina,Glenwood Falls Apartments,public_property_directory,https://affordablehousinghub.org/housing/south-carolina/york-county/fort-mill/glenwood-falls-apts-39877-lihtc,The public record identifies one Glenwood Falls property.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_089,IAS1329,merge_all,same_property_later_financing,Margaret Robertson records have the same 26-address development footprint and represent acquisition/rehabilitation.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Margaret%20Robertson%20Apartments%20Nashville%20rehabilitation,Metropolitan Nashville Health and Educational Facilities Board Minutes,local_authority,https://www.nashville.gov/sites/default/files/2022-10/Health-Ed-Facilities-220713m.pdf?ct=1665066665,The board minutes describe acquisition and rehabilitation of Margaret Robertson Apartments.,2026-08-10,merge_all,later_rehabilitation_same_multisite_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_090,IAS1332,merge_all,same_property_later_financing,Breezy Point repeats as a later rehabilitation record at the same property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Breezy%20Point%20Apartments%20Tennessee%20bond%20application,Breezy Point Bond Application Summary,local_authority,https://static1.squarespace.com/static/5457ddb6e4b04e0fcd8c9a0a/t/612ea61b440c83618625254f/1630447131232/Breezy%2BPoint%2BBond%2BApplication%2BSummary.pdf,The bond application describes rehabilitation of the existing Breezy Point property.,2026-08-10,merge_all,later_rehabilitation_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_091,IAS1340,merge_all,same_property_later_financing,Sun Valley repeats after 30 years with the same six addresses and 24 units.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Sun%20Valley%20Apartments%20Ridgely%20Tennessee%20LIHTC,Tennessee Competitive LIHC Data,allocating_agency,https://thda.org/pdf/Copy-of-External-Competitive-9-LIHC-Data-Posting.pdf,The allocating-agency record identifies the current Sun Valley project corresponding to the existing property.,2026-08-10,merge_all,later_financing_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_092,IAS1411,merge_all,same_property_later_financing,Lake View/Lakeview Heights repeats after 32 years with an 83/84-unit reporting difference.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Lakeview%20Heights%20Clearfield%20Utah%20apartments,Lakeview Heights Apartments,property_manager,https://www.kiermanagement.com/lakeview-heights-apartments,The manager identifies one Lakeview Heights property at the reviewed location.,2026-08-10,merge_all,later_financing_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_093,IAS1415,retain_each,distinct_named_phases,Manti Senior I and II have different placed-in-service years and 12 versus 8 units.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Manti%20Senior%20I%20II%20Utah%2012%208%20units,Completed Housing Credit Projects by County,allocating_agency,https://utahhousingcorp.org/pdf/CompletedProjects.pdf,Utah Housing separately lists Manti Senior I with 12 units and Manti Senior II with 8 units at the common campus.,2026-08-10,retain_each,distinct_phases_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_094,IAS1467,merge_all,same_name_timing_address_set,Silvian name variants refer to one 2006 property with 31 LIHTC units and 32 total units.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Silvian%20Apartments%20Seattle%2031%2032%20units,Post-Year 15 Monitoring List,allocating_agency,https://www.wshfc.org/managers/ManualTaxCredit/130Za_Chap11PostYr15MonitoringList.pdf,The commission lists one Silvian project with 31 LIHTC and 32 total units; the attached Anacortes address is unrelated.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,contains_unrelated_addresses,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_095,IAS1468,merge_all,same_name_timing_address_set,Murdock Court name and city spelling variants otherwise match exactly.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Murdock%20Court%20Apartments%20Sedro%20Woolley%20Washington,2025 Tax Credit Report Types,allocating_agency,https://wshfc.org/managers/Reports/TCReports/2025%20TC%20ReportTypesbyPropertyName.pdf,The commission lists one Murdock Court property in Sedro-Woolley; the attached Mountlake Terrace address is unrelated.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,contains_unrelated_addresses,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_096,IAS1469,merge_all,same_name_timing_address_set,The District records differ only by inverted name order and otherwise match.,2026-08-10,merge_all,Google,https://www.google.com/search?q=The%20District%20Bothell%20Washington%20LIHTC%20228%20units,2022 Tax Credit PIS and Bond Closing Dates,allocating_agency,https://wshfc.org/Managers/AMCLimits/Others/2022_TCPISDates-BondClosingDates.pdf,"The commission lists one project named District, The with site name The District in Bothell; the attached Des Moines address is unrelated.",2026-08-10,merge_all,duplicate_reporting_same_physical_development,contains_unrelated_addresses,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_097,IAS1470,merge_all,paired_financing_one_development,Arbora Court 4% and 9% records are two financing components of the same 133-unit development.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Arbora%20Court%204%25%209%25%20LIHTC%20Seattle,The Hybrid: A New Deal Design,industry_publication,https://www.housingfinance.com/finance/the-hybrid-a-new-deal-design_o,The case study explicitly describes one 133-unit Arbora Court development twinning 4% and 9% credits.,2026-08-10,merge_all,paired_financing_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_098,IAS1472,merge_all,same_name_timing_address_set,St. Charles spelling variants refer to one Seattle property; 61 versus 64 reflects LIHTC versus total/unit-field inconsistency.,2026-08-10,merge_all,Google,https://www.google.com/search?q=St%20Charles%20Apartments%20Seattle%20619%20Third%20Avenue%20LIHTC,WSHFC Project Assignments,allocating_agency,https://wshfc.org/managers/Other/2024ProjectAssignments.pdf,The commission lists one St. Charles Apartments project in Seattle; the attached Tacoma and Tieton addresses are unrelated.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,contains_unrelated_addresses,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
