identity_question_id,review_origin,pass1_identity_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_identity_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_title,pass2_source_type,pass2_source_url,pass2_notes,pass2_reviewed_on,final_identity_decision,final_reason_code,address_overlap_class,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed,n_members,n_clusters,n_cross_question_clusters,final_partition_class,development_state,development_names,shared_address_examples,internal_evidence_pattern
XDA2_0156,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=MILL%20CREEK%20APTS%20%7C%20PWN%20MILL%20CREEK%20APTS%20NC%20affordable%20housing,"Mill Creek Apts | Affordable Housing in Charlotte, NC | Pwn Mill Creek Apts | Affordable Housing in Charlotte, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/mecklenburg-county/charlotte/mill-creek-apts-20043-lihtc | https://affordablehousinghub.org/housing/north-carolina/mecklenburg-county/charlotte/pwn-mill-creek-apts-19994-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,NC,MILL CREEK APTS | PWN MILL CREEK APTS,8498 DAVIS LAKE PKWY|CHARLOTTE|NC,name_or_timing_with_equal_units_near_pis
XDA2_0157,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=PARK%20GLEN%20%7C%20PWE%20PARK%20GLEN%20NC%20affordable%20housing,"Park Glen | Affordable Housing in Raleigh, NC | Pwe Park Glen | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/park-glen-20255-lihtc | https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/pwe-park-glen-20585-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,NC,PARK GLEN | PWE PARK GLEN,821 DALEWOOD DR|RALEIGH|NC,name_or_timing_with_equal_units_near_pis
XDA2_0158,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=PARK%20PLACE%20APTS%20PHASE%20II%20%7C%20PARK%20PLACE%20APTS%2C%20PHASE%20I%20NC%20affordable%20housing,"Park Place Apts Phase Ii | Affordable Housing in Knightdale, NC | Park Place Apts, Phase I | Affordable Housing in Knightdale, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/knightdale/park-place-apts-phase-i-19984-lihtc | https://affordablehousinghub.org/housing/north-carolina/wake-county/knightdale/park-place-apts-phase-ii-20659-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,NC,"PARK PLACE APTS PHASE II | PARK PLACE APTS, PHASE I",107 LUXURY LN|KNIGHTDALE|NC,phase_or_component_only
XDA2_0159,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=PINE%20RIDGE%20I%20%7C%20PINE%20RIDGE%20II%20NC%20affordable%20housing,"Pine Ridge I | Affordable Housing in Roxboro, NC | Pine Ridge Ii | Affordable Housing in Roxboro, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/person-county/roxboro/pine-ridge-i-21182-lihtc | https://affordablehousinghub.org/housing/north-carolina/person-county/roxboro/pine-ridge-ii-21183-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,NC,PINE RIDGE I | PINE RIDGE II,1530 PINE RIDGE DR|ROXBORO|NC,name_similarity_only
XDA2_0160,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=SOUTHSIDE%20REVITALIZATION%20PHASE%20I%20%7C%20SOUTHSIDE%20REVITALIZATION%20PHASE%20II%20%7C%20SOUTHSIDE%20REVITALIZATION%20PHASE%20IV%20NC%20affordable%20housing,"Southside Revitalization Phase I | Affordable Housing in Durham, NC | Southside Revitalization Phase Ii | Affordable Housing in Durham, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/durham-county/durham/southside-revitalization-phase-i-21328-lihtc | https://affordablehousinghub.org/housing/north-carolina/durham-county/durham/southside-revitalization-phase-ii-21332-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,3,3,0,retain_each,NC,SOUTHSIDE REVITALIZATION PHASE I | SOUTHSIDE REVITALIZATION PHASE II | SOUTHSIDE REVITALIZATION PHASE IV,703 S ROXBORO ST|DURHAM|NC | BLDG 2|DURHAM|NC | BLDG 3|DURHAM|NC | BLDG 4|DURHAM|NC | BLDG 5|DURHAM|NC | BLDG 6|DURHAM|NC,phase_or_component_only
XDA2_0161,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=STARWAY%20VILLAGE%20I%20%7C%20STARWAY%20VILLAGE%20II%20NC%20affordable%20housing,NCHFA funded rental projects,allocating_agency_record,https://housingbuildsnc.com/rental-housing-partners/rental-developers/find-awarded-projects,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,NC,STARWAY VILLAGE I | STARWAY VILLAGE II,2346 CAROLINA BEACH RD WILMINGTON NC 28401|WILMINGTON|NC | 2346 CAROLINA BEACH RD|WILMINGTON|NC,name_similarity_only
XDA2_0162,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=VESPERS%20I%20%7C%20VESPERS%20II%20NC%20affordable%20housing,"Vespers I | Affordable Housing in Winston Salem, NC | Vespers Ii | Affordable Housing in Winston Salem, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/forsyth-county/winston-salem/vespers-i-21556-lihtc | https://affordablehousinghub.org/housing/north-carolina/forsyth-county/winston-salem/vespers-ii-21582-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,NC,VESPERS I | VESPERS II,1300 WAUGHTOWN ST|WINSTON SALEM|NC,name_or_timing_with_equal_units_near_pis
XDA2_0163,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=WOODGREEN%20APTS%20%7C%20WOODGREEN%20II%20APARTMENTS%20NC%20affordable%20housing,"Woodgreen Apts | Affordable Housing in Aberdeen, NC | Woodgreen Ii Apartments | Affordable Housing in Aberdeen, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/moore-county/aberdeen/woodgreen-apts-21592-lihtc | https://affordablehousinghub.org/housing/north-carolina/moore-county/aberdeen/woodgreen-ii-apartments-49286-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,NC,WOODGREEN APTS | WOODGREEN II APARTMENTS,200 BRADFORD DR|ABERDEEN|NC,name_or_timing_with_equal_units_near_pis
XDA2_0164,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,same_named_multisite_or_aggregate_physical_development,Google,https://www.google.com/search?q=BRICKVIEW%20APARTMENTS%20%7C%20WEST%20VIEW%20APTS%20%7C%20WESTVIEW%20APTS%20ND%20affordable%20housing,"West View Apts | Affordable Housing in Fargo, ND | Westview Apts | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/west-view-apts-22418-lihtc | https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/westview-apts-22419-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,same_named_multisite_or_aggregate_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,3,1,0,merge_all,ND,BRICKVIEW APARTMENTS | WEST VIEW APTS | WESTVIEW APTS,1802 40TH ST SW|FARGO|ND | 3140 33RD ST SW|FARGO|ND | 3160 33RD ST SW|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0165,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=CHESTNUT%20RIDGE%20I%20APARTMENTS%20%7C%20LAKE%20APTS%20I%20ND%20affordable%20housing,"Lake Apts I | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/lake-apts-i-21957-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,CHESTNUT RIDGE I APARTMENTS | LAKE APTS I,3161 32ND ST SW|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0166,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=CHESTNUT%20RIDGE%20II%20APARTMENTS%20%7C%20LAKE%20APTS%20II%20ND%20affordable%20housing,"Lake Apts Ii | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/lake-apts-ii-21958-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,CHESTNUT RIDGE II APARTMENTS | LAKE APTS II,3141 32ND ST SW|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0167,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=CHESTNUT%20RIDGE%20III%20APARTMENTS%20%7C%20LAKE%20APTS%20III%20ND%20affordable%20housing,"Lake Apts Iii | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/lake-apts-iii-21959-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,CHESTNUT RIDGE III APARTMENTS | LAKE APTS III,3121 32ND ST SW|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0168,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=CHESTNUT%20RIDGE%20IV%20APARTMENTS%20%7C%20LAKE%20APTS%20IV%20ND%20affordable%20housing,"Lake Apts Iv | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/lake-apts-iv-21960-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,CHESTNUT RIDGE IV APARTMENTS | LAKE APTS IV,3101 32ND ST SW|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0169,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=CHESTNUT%20RIDGE%20V%20APARTMENTS%20%7C%20LAKE%20APTS%20V%20ND%20affordable%20housing,"Lake Apts V | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/lake-apts-v-22367-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,CHESTNUT RIDGE V APARTMENTS | LAKE APTS V,3061 32ND ST SW|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0170,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=HERITAGE%20HILLS%20I%20%7C%20HERITAGE%20HILLS%20II%20ND%20affordable%20housing,"Heritage Hills Ii | Affordable Housing in Dickinson, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/stark-county/abercrombie/heritage-hills-ii-22345-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,ND,HERITAGE HILLS I | HERITAGE HILLS II,2585 DAKOTA BLVD|DICKINSON|ND,name_similarity_only
XDA2_0171,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=HOMEFIELD%202%20%7C%20HOMEFIELD%20I%20SENIOR%20APARTMENTS%20ND%20affordable%20housing,"Homefield 2 | Affordable Housing in Fargo, ND | Homefield I Senior Apartments | Affordable Housing in Fargo, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/homefield-2-22025-lihtc | https://affordablehousinghub.org/housing/north-dakota/cass-county/fargo/homefield-i-senior-apartments-21998-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,ND,HOMEFIELD 2 | HOMEFIELD I SENIOR APARTMENTS,4245 28TH AVE S|FARGO|ND,name_or_timing_with_equal_units_near_pis
XDA2_0172,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=STANDING%20ROCK%20NEW%20CONSTRUCTION%20%238%20%7C%20STANDING%20ROCK%20NEW%20CONSTRUCTION%20PROJECT%20%238%20ND%20affordable%20housing,"Standing Rock New Construction #8 | Affordable Housing in Fort Yates, ND | Standing Rock New Construction Project #1 | Affordable Housing in Fort Yates, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/sioux-county/fort-yates/standing-rock-new-construction-8-22190-lihtc | https://affordablehousinghub.org/housing/north-dakota/sioux-county/fort-yates/standing-rock-new-construction-project-1-22074-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,STANDING ROCK NEW CONSTRUCTION #8 | STANDING ROCK NEW CONSTRUCTION PROJECT #8,6111 WAZIYATA ST|FORT YATES|ND,phase_or_component_only
XDA2_0173,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=STANDING%20ROCK%20REHAB%20%2315%20%7C%20STANDING%20ROCK%20REHABILITATION%20PROJECT%20%2315%20ND%20affordable%20housing,"Standing Rock New Construction Project #1 | Affordable Housing in Fort Yates, ND | Standing Rock Rehab #15 | Affordable Housing in Fort Yates, ND",public_property_directory,https://affordablehousinghub.org/housing/north-dakota/sioux-county/fort-yates/standing-rock-new-construction-project-1-22074-lihtc | https://affordablehousinghub.org/housing/north-dakota/sioux-county/fort-yates/standing-rock-rehab-15-22222-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,ND,STANDING ROCK REHAB #15 | STANDING ROCK REHABILITATION PROJECT #15,1333 92ND ST|FORT YATES|ND,phase_or_component_only
XDA2_0174,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,paired_financing_components_same_physical_development,Google,https://www.google.com/search?q=MONAHAN%20MANOR%204%25%20%7C%20MONAHAN%20MANOR%209%25%20NH%20affordable%20housing,New Hampshire Housing multifamily projects overview,allocating_agency_record,https://www.nhhfa.org/wp-content/uploads/2023/05/NH-Housing-Multifamily-Projects-Overview.pdf,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,paired_financing_components_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,NH,MONAHAN MANOR 4% | MONAHAN MANOR 9%,3 MYRTLE ST|NASHUA|NH,name_similarity_only
XDA2_0175,new_two_pass_review,retain_each,internal_evidence_supports_distinct_phases_or_components,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is retain_each; no single field, including the shared address, was treated as dispositive.",2026-08-10,retain_each,distinct_phases_or_components_common_address,Google,https://www.google.com/search?q=%2305908%20-%20UCP%20AT%20TEWKSBURY%20%7C%20THE%20MEADOWS%20AT%20OLDWICK%20%28TEWKSBURY%29%20NJ%20affordable%20housing,"#05908 - Ucp At Tewksbury | Affordable Housing in Whitehouse Station, NJ | The Meadows At Oldwick Tewksbury | Affordable Housing in Whitehouse Station, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/hunterdon-county/whitehouse-station-twp/the-meadows-at-oldwick-tewksbury-22478-lihtc | https://affordablehousinghub.org/housing/new-jersey/hunterdon-county/whitehouse-station/05908-ucp-at-tewksbury-22530-lihtc,"Outside read: the retained public records identify separately named phases, components, projects, or buildings. A common address or campus is not sufficient to collapse them.",2026-08-10,retain_each,distinct_phases_or_components_common_address,distinct_phase_or_component_common_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,2,0,retain_each,NJ,#05908 - UCP AT TEWKSBURY | THE MEADOWS AT OLDWICK (TEWKSBURY),501 1202 FISHER RD|WHITEHOUSE STATION|NJ | 800 FISHER RD|WHITEHOUSE STATION|NJ,name_or_timing_with_equal_units_near_pis
XDA2_0176,new_two_pass_review,merge_all,internal_evidence_supports_one_physical_development,"Internal read: normalized and published names, state IDs, primary and complete address sets, placed-in-service years, unit scopes, and source-quality flags were read together. The resulting member partition is merge_all; no single field, including the shared address, was treated as dispositive.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,Google,https://www.google.com/search?q=105%20W%20DECATUR%20AVE%20%7C%20105%20W.%20DECATUR%20AVENUE%2C%20A%20%26%20B%20%23365%20NJ%20affordable%20housing,"105 W Decatur Ave | Affordable Housing in Pleasantville, NJ | 105 W. Decatur Avenue, a & B #365 | Affordable Housing in Pleasantville, NJ",public_property_directory,https://affordablehousinghub.org/housing/new-jersey/atlantic-county/pleasantville/105-w-decatur-ave-23759-lihtc | https://affordablehousinghub.org/housing/new-jersey/atlantic-county/pleasantville/105-w-decatur-avenue-a-b-365-23760-lihtc,"Outside read: the retained public records identify one named property, one later financing episode, one paired-financing development, or one scattered-site development corresponding to the internal record set. All HUD rows and site rows remain preserved.",2026-08-10,merge_all,duplicate_reporting_or_later_episode_same_physical_development,same_physical_development_address,Apply only the explicit member partition. Preserve every HUD row as a project episode and every site row. Do not sum units or approve a coordinate query here.,2026-08-10,not_approved,FALSE,2,1,0,merge_all,NJ,"105 W DECATUR AVE | 105 W. DECATUR AVENUE, A & B #365",105 W DECATUR AVE|PLEASANTVILLE|NJ,name_or_timing_with_equal_units_near_pis
